Partners,Partnership Career Span,Partnership Career Start,Partnership Career End,Number Of Partnerships,Unbroken Partnerships,Total Partnership Runs,Highest Partnership,Avg Partnership Per Dismissal,Century Partnerships,Fifty Runs And Over Partnerships,Country
"DL Bairstow, DW Randall",1980-1984,1980,1984,2,0,9,7,4.50,0,0,England
"JT Ball, TS Roland-Jones",2017-2017,2017,2017,1,0,9,9,9.00,0,0,England
"GD Barlow, IT Botham",1976-1976,1976,1976,1,0,9,9,9.00,0,0,England
"AR Caddick, ARC Fraser",1994-1994,1994,1994,1,1,9,9*,-,0,0,England
"RDB Croft, DW Headley",1998-1998,1998,1998,1,0,9,9,9.00,0,0,England
"SM Davies, EJG Morgan",2009-2009,2009,2009,1,0,9,9,9.00,0,0,England
"PAJ DeFreitas, GA Hick",1994-1994,1994,1994,1,0,9,9,9.00,0,0,England
"JE Emburey, GB Stevenson",1981-1981,1981,1981,1,0,9,9,9.00,0,0,England
"NH Fairbrother, DR Pringle",1992-1992,1992,1992,1,0,9,9,9.00,0,0,England
"MV Fleming, AJ Stewart",1998-1998,1998,1998,1,0,9,9,9.00,0,0,England
"BN French, GC Small",1987-1987,1987,1987,1,0,9,9,9.00,0,0,England
"MW Gatting, G Miller",1982-1982,1982,1982,1,0,9,9,9.00,0,0,England
"MW Gatting, CJ Richards",1981-1987,1981,1987,2,0,9,9,4.50,0,0,England
"AF Giles, RL Johnson",2003-2003,2003,2003,2,1,9,8,9.00,0,0,England
"GA Gooch, JD Love",1981-1981,1981,1981,1,0,9,9,9.00,0,0,England
"D Gough, RK Illingworth",1996-1996,1996,1996,2,1,9,6*,9.00,0,0,England
"D Gough, MR Ramprakash",1995-1995,1995,1995,1,0,9,9,9.00,0,0,England
"AD Hales, AU Rashid",2016-2016,2016,2016,1,0,9,9,9.00,0,0,England
"AD Hales, JWA Taylor",2015-2015,2015,2015,1,0,9,9,9.00,0,0,England
"EE Hemmings, JE Morris",1990-1990,1990,1990,1,0,9,9,9.00,0,0,England
"NV Knight, PJ Martin",1996-1996,1996,1996,1,0,9,9,9.00,0,0,England
"A McGrath, AJ Strauss",2004-2004,2004,2004,2,0,9,7,4.50,0,0,England
"MP Maynard, MR Ramprakash",1994-1994,1994,1994,1,0,9,9,9.00,0,0,England
"MP Maynard, AJ Stewart",1996-1996,1996,1996,1,0,9,9,9.00,0,0,England
"EJG Morgan, AU Rashid",2009-2015,2009,2015,2,0,9,5,4.50,0,0,England
"PA Nixon, MS Panesar",2007-2007,2007,2007,2,0,9,6,4.50,0,0,England
"WB Rankin, JC Tredwell",2013-2013,2013,2013,1,0,9,9,9.00,0,0,England
"BA Stokes, IJL Trott",2011-2011,2011,2011,1,0,9,9,9.00,0,0,England
"PJW Allott, RW Taylor",1982-1982,1982,1982,1,0,8,8,8.00,0,0,England
"DL Amiss, MH Denness",1975-1975,1975,1975,1,0,8,8,8.00,0,0,England
"JM Anderson, CT Tremlett",2007-2008,2007,2008,2,1,8,8*,8.00,0,0,England
"MA Atherton, RC Russell",1991-1991,1991,1991,1,0,8,8,8.00,0,0,England
"G Boycott, W Larkins",1980-1980,1980,1980,1,0,8,8,8.00,0,0,England
"JM Brearley, GR Dilley",1979-1979,1979,1979,1,0,8,8,8.00,0,0,England
"RDB Croft, CC Lewis",1998-1998,1998,1998,1,0,8,8,8.00,0,0,England
"PAJ DeFreitas, D Gough",1995-1996,1995,1996,2,0,8,7,4.00,0,0,England
"PAJ DeFreitas, RT Robinson",1988-1988,1988,1988,1,0,8,8,8.00,0,0,England
"JW Dernbach, IJL Trott",2013-2013,2013,2013,1,0,8,8,8.00,0,0,England
"PR Downton, GA Gooch",1985-1985,1985,1985,1,0,8,8,8.00,0,0,England
"PH Edmonds, CM Old",1978-1979,1978,1979,2,1,8,8*,8.00,0,0,England
"MW Gatting, GW Humpage",1981-1981,1981,1981,1,0,8,8,8.00,0,0,England
"MW Gatting, MD Moxon",1985-1985,1985,1985,1,0,8,8,8.00,0,0,England
"GA Gooch, MA Lynch",1988-1988,1988,1988,1,0,8,8,8.00,0,0,England
"GA Gooch, CJ Tavare",1980-1980,1980,1980,1,0,8,8,8.00,0,0,England
"AW Greig, JA Snow",1972-1972,1972,1972,1,1,8,8*,-,0,0,England
"EE Hemmings, GC Small",1990-1991,1990,1991,2,1,8,7*,8.00,0,0,England
"M Hendrick, RW Taylor",1975-1979,1975,1979,2,1,8,4*,8.00,0,0,England
"CJ Jordan, CR Woakes",2014-2015,2014,2015,3,0,8,6,2.66,0,0,England
"APE Knott, JK Lever",1977-1977,1977,1977,1,0,8,8,8.00,0,0,England
"GD Lloyd, GP Thorpe",1997-1997,1997,1997,1,0,8,8,8.00,0,0,England
"VJ Marks, DR Pringle",1983-1983,1983,1983,1,0,8,8,8.00,0,0,England
"VJ Marks, RGD Willis",1983-1983,1983,1983,2,1,8,8*,8.00,0,0,England
"SR Patel, JC Tredwell",2012-2013,2012,2013,2,1,8,5*,8.00,0,0,England
"LE Plunkett, MA Wood",2017-2018,2017,2018,2,0,8,5,4.00,0,0,England
"DR Pringle, AJ Stewart",1992-1992,1992,1992,1,0,8,8,8.00,0,0,England
"BA Stokes, DJ Willey",2015-2015,2015,2015,2,0,8,8,4.00,0,0,England
"RJW Topley, DJ Willey",2016-2016,2016,2016,1,1,8,8*,-,0,0,England
"CJ Adams, AJ Stewart",1998-1998,1998,1998,1,0,7,7,7.00,0,0,England
"MM Ali, ST Finn",2014-2014,2014,2014,1,0,7,7,7.00,0,0,England
"DL Amiss, APE Knott",1977-1977,1977,1977,1,0,7,7,7.00,0,0,England
"JM Anderson, LJ Wright",2010-2010,2010,2010,1,0,7,7,7.00,0,0,England
"GG Arnold, APE Knott",1973-1973,1973,1973,1,0,7,7,7.00,0,0,England
"MA Atherton, NH Fairbrother",1991-1991,1991,1991,1,0,7,7,7.00,0,0,England
"GS Ballance, CJ Jordan",2014-2014,2014,2014,1,1,7,7*,-,0,0,England
"GJ Batty, MJ Prior",2009-2009,2009,2009,1,1,7,7*,-,0,0,England
"GJ Batty, MP Vaughan",2004-2004,2004,2004,1,1,7,7*,-,0,0,England
"IR Bell, TT Bresnan",2011-2011,2011,2011,2,0,7,4,3.50,0,0,England
"IR Bell, AF Giles",2005-2005,2005,2005,1,0,7,7,7.00,0,0,England
"ID Blackwell, DG Cork",2002-2002,2002,2002,1,0,7,7,7.00,0,0,England
"TT Bresnan, ST Finn",2011-2011,2011,2011,2,0,7,5,3.50,0,0,England
"AR Caddick, IDK Salisbury",1994-1994,1994,1994,1,0,7,7,7.00,0,0,England
"AR Caddick, GP Thorpe",2000-2001,2000,2001,2,0,7,5,3.50,0,0,England
"R Clarke, ME Trescothick",2003-2003,2003,2003,1,0,7,7,7.00,0,0,England
"DG Cork, BC Hollioake",2001-2001,2001,2001,1,0,7,7,7.00,0,0,England
"NG Cowans, VJ Marks",1983-1983,1983,1983,1,0,7,7,7.00,0,0,England
"JL Denly, LJ Wright",2009-2009,2009,2009,1,0,7,7,7.00,0,0,England
"JW Dernbach, GP Swann",2011-2011,2011,2011,1,0,7,7,7.00,0,0,England
"JW Dernbach, CR Woakes",2012-2012,2012,2012,1,0,7,7,7.00,0,0,England
"GR Dilley, AJ Lamb",1982-1982,1982,1982,1,0,7,7,7.00,0,0,England
"MA Ealham, A Flintoff",2000-2000,2000,2000,1,0,7,7,7.00,0,0,England
"KWR Fletcher, BW Luckhurst",1975-1975,1975,1975,1,0,7,7,7.00,0,0,England
"KWR Fletcher, RGD Willis",1973-1973,1973,1973,1,0,7,7,7.00,0,0,England
"A Flintoff, JN Snape",2002-2002,2002,2002,1,0,7,7,7.00,0,0,England
"JS Foster, BC Hollioake",2002-2002,2002,2002,1,0,7,7,7.00,0,0,England
"GA Gooch, D Gough",1994-1994,1994,1994,1,0,7,7,7.00,0,0,England
"IJ Gould, AJ Lamb",1983-1983,1983,1983,1,0,7,7,7.00,0,0,England
"R Illingworth, APE Knott",1973-1973,1973,1973,1,0,7,7,7.00,0,0,England
"APE Knott, P Lever",1971-1971,1971,1971,1,0,7,7,7.00,0,0,England
"SC Meaker, GP Swann",2011-2011,2011,2011,1,0,7,7,7.00,0,0,England
"JE Morris, RA Smith",1990-1990,1990,1990,1,0,7,7,7.00,0,0,England
"JE Root, DJ Willey",2018-2018,2018,2018,1,0,7,7,7.00,0,0,England
"JM Anderson, GO Jones",2006-2006,2006,2006,1,0,6,6,6.00,0,0,England
"JM Anderson, G Onions",2009-2009,2009,2009,1,0,6,6,6.00,0,0,England
"JM Anderson, JE Root",2015-2015,2015,2015,1,0,6,6,6.00,0,0,England
"GJ Batty, GO Jones",2006-2006,2006,2006,1,0,6,6,6.00,0,0,England
"SW Billings, JE Root",2017-2017,2017,2017,1,0,6,6,6.00,0,0,England
"RS Bopara, HF Gurney",2014-2014,2014,2014,1,0,6,6,6.00,0,0,England
"SCJ Broad, LE Plunkett",2007-2007,2007,2007,1,0,6,6,6.00,0,0,England
"SCJ Broad, JE Root",2015-2015,2015,2015,1,0,6,6,6.00,0,0,England
"DJ Capel, JJ Whitaker",1987-1987,1987,1987,1,0,6,6,6.00,0,0,England
"R Clarke, SJ Harmison",2004-2004,2004,2004,1,0,6,6,6.00,0,0,England
"R Clarke, SI Mahmood",2006-2006,2006,2006,1,0,6,6,6.00,0,0,England
"AN Cook, BA Stokes",2014-2014,2014,2014,1,0,6,6,6.00,0,0,England
"NG Cowans, MW Gatting",1985-1985,1985,1985,1,0,6,6,6.00,0,0,England
"NG Cowans, RGD Willis",1983-1983,1983,1983,2,0,6,4,3.00,0,0,England
"PR Downton, NA Foster",1986-1986,1986,1986,1,0,6,6,6.00,0,0,England
"PH Edmonds, BN French",1985-1985,1985,1985,1,0,6,6,6.00,0,0,England
"ARC Fraser, JE Morris",1990-1990,1990,1990,1,0,6,6,6.00,0,0,England
"ARC Fraser, RC Russell",1990-1991,1990,1991,2,0,6,6,3.00,0,0,England
"D Gough, JN Snape",2002-2002,2002,2002,1,0,6,6,6.00,0,0,England
"IJ Gould, RGD Willis",1983-1983,1983,1983,1,0,6,6,6.00,0,0,England
"DW Headley, RC Irani",1996-1996,1996,1996,1,1,6,6*,-,0,0,England
"EE Hemmings, PCR Tufnell",1990-1990,1990,1990,1,0,6,6,6.00,0,0,England
"GA Hick, SJ Rhodes",1995-1995,1995,1995,1,0,6,6,6.00,0,0,England
"AJ Hollioake, MR Ramprakash",1998-1998,1998,1998,1,0,6,6,6.00,0,0,England
"RC Irani, GD Lloyd",1996-1996,1996,1996,1,1,6,6*,-,0,0,England
"PW Jarvis, DA Reeve",1993-1993,1993,1993,1,0,6,6,6.00,0,0,England
"CJ Jordan, JC Tredwell",2014-2014,2014,2014,3,0,6,3,2.00,0,0,England
"RJ Kirtley, C White",2002-2002,2002,2002,1,0,6,6,6.00,0,0,England
"JD Love, P Willey",1981-1981,1981,1981,1,0,6,6,6.00,0,0,England
"BW Luckhurst, B Wood",1975-1975,1975,1975,2,0,6,3,3.00,0,0,England
"SI Mahmood, CMW Read",2006-2006,2006,2006,1,0,6,6,6.00,0,0,England
"PJ Martin, GP Thorpe",1996-1996,1996,1996,1,0,6,6,6.00,0,0,England
"MD Moxon, RT Robinson",1985-1985,1985,1985,1,0,6,6,6.00,0,0,England
"MS Panesar, OA Shah",2007-2007,2007,2007,1,0,6,6,6.00,0,0,England
"LE Plunkett, JWA Taylor",2015-2015,2015,2015,1,0,6,6,6.00,0,0,England
"MR Ramprakash, RA Smith",1996-1996,1996,1996,1,0,6,6,6.00,0,0,England
"CT Tremlett, IJL Trott",2011-2011,2011,2011,1,0,6,6,6.00,0,0,England
"CJ Adams, N Hussain",2000-2000,2000,2000,1,0,5,5,5.00,0,0,England
"Kabir Ali, LE Plunkett",2006-2006,2006,2006,3,0,5,3,1.66,0,0,England
"MM Ali, CJ Jordan",2016-2016,2016,2016,1,0,5,5,5.00,0,0,England
"MW Alleyne, D Gough",1999-1999,1999,1999,1,1,5,5*,-,0,0,England
"MA Atherton, CC Lewis",1991-1991,1991,1991,1,0,5,5,5.00,0,0,England
"RJ Bailey, N Gifford",1985-1985,1985,1985,1,0,5,5,5.00,0,0,England
"DL Bairstow, DI Gower",1979-1979,1979,1979,1,0,5,5,5.00,0,0,England
"JT Ball, MA Wood",2017-2017,2017,2017,1,0,5,5,5.00,0,0,England
"GJ Batty, C White",2002-2002,2002,2002,1,0,5,5,5.00,0,0,England
"IR Bell, ID Blackwell",2005-2005,2005,2005,1,0,5,5,5.00,0,0,England
"RS Bopara, CJ Jordan",2014-2014,2014,2014,1,0,5,5,5.00,0,0,England
"IT Botham, JK Lever",1980-1980,1980,1980,1,1,5,5*,-,0,0,England
"G Boycott, KWR Fletcher",1972-1972,1972,1972,1,0,5,5,5.00,0,0,England
"TT Bresnan, SI Mahmood",2006-2006,2006,2006,1,0,5,5,5.00,0,0,England
"TT Bresnan, LE Plunkett",2006-2006,2006,2006,1,0,5,5,5.00,0,0,England
"TT Bresnan, CT Tremlett",2011-2011,2011,2011,1,0,5,5,5.00,0,0,England
"BC Broad, NH Fairbrother",1988-1988,1988,1988,1,0,5,5,5.00,0,0,England
"BC Broad, CJ Richards",1987-1987,1987,1987,1,0,5,5,5.00,0,0,England
"AD Brown, RDB Croft",1998-1998,1998,1998,1,0,5,5,5.00,0,0,England
"DG Cork, AF Giles",2002-2002,2002,2002,1,1,5,5*,-,0,0,England
"RDB Croft, NV Knight",1996-1996,1996,1996,1,0,5,5,5.00,0,0,England
"JWM Dalrymple, SJ Harmison",2006-2006,2006,2006,1,0,5,5,5.00,0,0,England
"GR Dilley, NA Foster",1986-1986,1986,1986,1,0,5,5,5.00,0,0,England
"GR Dilley, GB Stevenson",1981-1981,1981,1981,1,0,5,5,5.00,0,0,England
"PR Downton, DI Gower",1985-1985,1985,1985,1,0,5,5,5.00,0,0,England
"MA Ealham, N Hussain",2000-2000,2000,2000,1,0,5,5,5.00,0,0,England
"PH Edmonds, DR Pringle",1985-1985,1985,1985,1,0,5,5,5.00,0,0,England
"JE Emburey, RD Jackman",1980-1980,1980,1980,1,0,5,5,5.00,0,0,England
"KWR Fletcher, JK Lever",1982-1982,1982,1982,1,0,5,5,5.00,0,0,England
"KWR Fletcher, CJ Richards",1982-1982,1982,1982,1,0,5,5,5.00,0,0,England
"NA Foster, DR Pringle",1984-1984,1984,1984,1,0,5,5,5.00,0,0,England
"ARC Fraser, DE Malcolm",1990-1990,1990,1990,1,0,5,5,5.00,0,0,England
"AF Giles, A McGrath",2003-2004,2003,2004,2,0,5,5,2.50,0,0,England
"D Gough, AJ Stewart",2000-2002,2000,2002,2,1,5,4*,5.00,0,0,England
"AW Greig, M Hendrick",1973-1973,1973,1973,1,0,5,5,5.00,0,0,England
"DW Headley, AD Mullally",1999-1999,1999,1999,2,0,5,5,2.50,0,0,England
"AJ Hollioake, BC Hollioake",1999-1999,1999,1999,1,0,5,5,5.00,0,0,England
"PW Jarvis, IDK Salisbury",1993-1993,1993,1993,1,0,5,5,5.00,0,0,England
"C Kieswetter, MH Yardy",2010-2010,2010,2010,1,0,5,5,5.00,0,0,England
"D Lloyd, CJ Tavare",1980-1980,1980,1980,1,0,5,5,5.00,0,0,England
"MP Maynard, RA Smith",1994-1994,1994,1994,1,0,5,5,5.00,0,0,England
"DW Randall, DL Underwood",1976-1976,1976,1976,1,0,5,5,5.00,0,0,England
"GP Swann, IJL Trott",2011-2013,2011,2013,2,0,5,5,2.50,0,0,England
"CT Tremlett, MH Yardy",2011-2011,2011,2011,1,1,5,5*,-,0,0,England
"Kabir Ali, IR Bell",2005-2005,2005,2005,1,0,4,4,4.00,0,0,England
"MW Alleyne, RDB Croft",1999-1999,1999,1999,1,0,4,4,4.00,0,0,England
"DL Amiss, G Miller",1977-1977,1977,1977,1,0,4,4,4.00,0,0,England
"MA Atherton, ARC Fraser",1994-1994,1994,1994,1,0,4,4,4.00,0,0,England
"ID Austin, GP Thorpe",1999-1999,1999,1999,1,0,4,4,4.00,0,0,England
"DL Bairstow, GR Dilley",1979-1979,1979,1979,1,1,4,4*,-,0,0,England
"JM Bairstow, TT Bresnan",2011-2011,2011,2011,1,0,4,4,4.00,0,0,England
"ID Blackwell, N Hussain",2003-2003,2003,2003,1,0,4,4,4.00,0,0,England
"IT Botham, RO Butcher",1980-1980,1980,1980,1,0,4,4,4.00,0,0,England
"IT Botham, GR Dilley",1984-1984,1984,1984,1,0,4,4,4.00,0,0,England
"TT Bresnan, VS Solanki",2006-2006,2006,2006,1,0,4,4,4.00,0,0,England
"SCJ Broad, CJ Jordan",2014-2014,2014,2014,1,1,4,4*,-,0,0,England
"DR Brown, GP Thorpe",1997-1997,1997,1997,1,1,4,4*,-,0,0,England
"PD Collingwood, D Gough",2001-2001,2001,2001,1,0,4,4,4.00,0,0,England
"PD Collingwood, AG Wharf",2004-2004,2004,2004,1,1,4,4*,-,0,0,England
"DG Cork, RDB Croft",1997-1997,1997,1997,1,0,4,4,4.00,0,0,England
"DG Cork, ME Trescothick",2001-2001,2001,2001,1,0,4,4,4.00,0,0,England
"NG Cowans, RW Taylor",1984-1984,1984,1984,1,0,4,4,4.00,0,0,England
"MC Cowdrey, JH Edrich",1971-1971,1971,1971,1,0,4,4,4.00,0,0,England
"JWM Dalrymple, J Lewis",2007-2007,2007,2007,2,0,4,4,2.00,0,0,England
"LA Dawson, DJ Willey",2016-2016,2016,2016,1,0,4,4,4.00,0,0,England
"JL Denly, IJL Trott",2009-2009,2009,2009,1,0,4,4,4.00,0,0,England
"MA Ealham, RC Russell",1998-1998,1998,1998,1,0,4,4,4.00,0,0,England
"MA Ealham, ME Trescothick",2001-2001,2001,2001,1,0,4,4,4.00,0,0,England
"PH Edmonds, MD Moxon",1985-1985,1985,1985,1,0,4,4,4.00,0,0,England
"JH Edrich, R Illingworth",1971-1971,1971,1971,1,0,4,4,4.00,0,0,England
"JH Edrich, APE Knott",1971-1971,1971,1971,1,0,4,4,4.00,0,0,England
"NH Fairbrother, SJ Rhodes",1994-1994,1994,1994,1,1,4,4*,-,0,0,England
"ST Finn, CR Woakes",2011-2011,2011,2011,1,1,4,4*,-,0,0,England
"AF Giles, AJ Stewart",2002-2002,2002,2002,1,1,4,4*,-,0,0,England
"D Gough, CC Lewis",1998-1998,1998,1998,1,0,4,4,4.00,0,0,England
"IJ Gould, EE Hemmings",1983-1983,1983,1983,1,0,4,4,4.00,0,0,England
"EE Hemmings, DR Pringle",1982-1982,1982,1982,1,0,4,4,4.00,0,0,England
"M Hendrick, RGD Willis",1973-1981,1973,1981,3,0,4,3,1.33,0,0,England
"AP Igglesden, PCR Tufnell",1994-1994,1994,1994,1,1,4,4*,-,0,0,England
"AJ Lamb, WN Slack",1986-1986,1986,1986,1,0,4,4,4.00,0,0,England
"DE Malcolm, JE Morris",1990-1990,1990,1990,1,1,4,4*,-,0,0,England
"PJ Martin, MR Ramprakash",1995-1995,1995,1995,1,1,4,4*,-,0,0,England
"MR Ramprakash, AJ Stewart",1995-1995,1995,1995,1,0,4,4,4.00,0,0,England
"AU Rashid, OA Shah",2009-2009,2009,2009,1,0,4,4,4.00,0,0,England
"DA Reeve, IDK Salisbury",1993-1993,1993,1993,1,0,4,4,4.00,0,0,England
"VS Solanki, JO Troughton",2003-2003,2003,2003,1,0,4,4,4.00,0,0,England
"GP Swann, LJ Wright",2010-2010,2010,2010,1,0,4,4,4.00,0,0,England
"JP Agnew, RM Ellison",1985-1985,1985,1985,1,1,3,3*,-,0,0,England
"TR Ambrose, KP Pietersen",2008-2008,2008,2008,1,1,3,3*,-,0,0,England
"JM Anderson, SI Mahmood",2006-2006,2006,2006,2,0,3,3,1.50,0,0,England
"GG Arnold, RW Taylor",1974-1975,1974,1975,2,0,3,3,1.50,0,0,England
"MA Atherton, DR Pringle",1991-1991,1991,1991,1,0,3,3,3.00,0,0,England
"ID Austin, AD Mullally",1999-1999,1999,1999,1,0,3,3,3.00,0,0,England
"GJ Batty, R Clarke",2004-2004,2004,2004,1,0,3,3,3.00,0,0,England
"ID Blackwell, A Flintoff",2003-2003,2003,2003,1,0,3,3,3.00,0,0,England
"G Boycott, MJ Smith",1973-1973,1973,1973,1,0,3,3,3.00,0,0,England
"G Boycott, B Wood",1978-1978,1978,1978,1,0,3,3,3.00,0,0,England
"SCJ Broad, ST Finn",2015-2015,2015,2015,2,1,3,3*,3.00,0,0,England
"SCJ Broad, J Lewis",2006-2006,2006,2006,1,0,3,3,3.00,0,0,England
"SCJ Broad, MS Panesar",2007-2007,2007,2007,1,0,3,3,3.00,0,0,England
"SCJ Broad, CMW Read",2006-2006,2006,2006,1,1,3,3*,-,0,0,England
"JC Buttler, IJL Trott",2013-2013,2013,2013,1,0,3,3,3.00,0,0,England
"R Clarke, A McGrath",2003-2004,2003,2004,2,0,3,3,1.50,0,0,England
"G Cook, MW Gatting",1981-1981,1981,1981,1,0,3,3,3.00,0,0,England
"NG Cowans, NA Foster",1985-1985,1985,1985,1,0,3,3,3.00,0,0,England
"JWM Dalrymple, CMW Read",2006-2006,2006,2006,1,0,3,3,3.00,0,0,England
"PAJ DeFreitas, PR Downton",1987-1987,1987,1987,1,0,3,3,3.00,0,0,England
"PAJ DeFreitas, ARC Fraser",1990-1990,1990,1990,1,0,3,3,3.00,0,0,England
"RM Ellison, NA Foster",1986-1986,1986,1986,1,0,3,3,3.00,0,0,England
"JE Emburey, KWR Fletcher",1982-1982,1982,1982,1,0,3,3,3.00,0,0,England
"JE Emburey, P Willey",1986-1986,1986,1986,1,0,3,3,3.00,0,0,England
"ST Finn, GP Swann",2011-2013,2011,2013,2,0,3,2,1.50,0,0,England
"SJ Harmison, AG Wharf",2004-2005,2004,2005,2,0,3,3,1.50,0,0,England
"N Hussain, DL Maddy",1998-1998,1998,1998,1,0,3,3,3.00,0,0,England
"R Illingworth, GRJ Roope",1973-1973,1973,1973,1,0,3,3,3.00,0,0,England
"CM Old, RW Taylor",1974-1979,1974,1979,3,0,3,3,1.00,0,0,England
"IDK Salisbury, JP Taylor",1993-1993,1993,1993,1,0,3,3,3.00,0,0,England
"RJW Topley, CR Woakes",2015-2015,2015,2015,1,0,3,3,3.00,0,0,England
"Kabir Ali, GO Jones",2006-2006,2006,2006,1,0,2,2,2.00,0,0,England
"JM Anderson, R Clarke",2004-2004,2004,2004,1,0,2,2,2.00,0,0,England
"RJ Bailey, AJ Stewart",1990-1990,1990,1990,1,0,2,2,2.00,0,0,England
"IR Bell, SJ Harmison",2005-2005,2005,2005,1,0,2,2,2.00,0,0,England
"MP Bicknell, RC Russell",1990-1990,1990,1990,1,0,2,2,2.00,0,0,England
"IT Botham, DR Pringle",1989-1989,1989,1989,1,0,2,2,2.00,0,0,England
"RO Butcher, RD Jackman",1980-1980,1980,1980,1,0,2,2,2.00,0,0,England
"AR Caddick, NV Knight",2002-2002,2002,2002,1,1,2,2*,-,0,0,England
"DJ Capel, RT Robinson",1987-1987,1987,1987,1,0,2,2,2.00,0,0,England
"PD Collingwood, A Shahzad",2011-2011,2011,2011,1,0,2,2,2.00,0,0,England
"G Cook, IJ Gould",1983-1983,1983,1983,1,0,2,2,2.00,0,0,England
"RDB Croft, GA Hick",1999-1999,1999,1999,1,0,2,2,2.00,0,0,England
"GR Dilley, PH Edmonds",1987-1987,1987,1987,1,0,2,2,2.00,0,0,England
"PH Edmonds, RW Taylor",1979-1979,1979,1979,2,0,2,2,1.00,0,0,England
"JE Emburey, CM Old",1980-1980,1980,1980,1,1,2,2*,-,0,0,England
"JE Emburey, DR Pringle",1986-1987,1986,1987,2,0,2,1,1.00,0,0,England
"NH Fairbrother, NA Foster",1987-1987,1987,1987,1,0,2,2,2.00,0,0,England
"NH Fairbrother, ARC Fraser",1999-1999,1999,1999,1,0,2,2,2.00,0,0,England
"JS Foster, RJ Kirtley",2001-2001,2001,2001,1,0,2,2,2.00,0,0,England
"JS Foster, RJ Sidebottom",2001-2001,2001,2001,1,1,2,2*,-,0,0,England
"JS Foster, C White",2002-2002,2002,2002,1,0,2,2,2.00,0,0,England
"NA Foster, RC Russell",1987-1987,1987,1987,1,1,2,2*,-,0,0,England
"BN French, PW Jarvis",1988-1988,1988,1988,1,0,2,2,2.00,0,0,England
"MW Gatting, RA Smith",1993-1993,1993,1993,1,0,2,2,2.00,0,0,England
"MW Gatting, RW Taylor",1982-1982,1982,1982,1,1,2,2*,-,0,0,England
"AF Giles, SJ Harmison",2005-2005,2005,2005,1,1,2,2*,-,0,0,England
"AF Giles, JN Snape",2002-2002,2002,2002,1,0,2,2,2.00,0,0,England
"GA Gooch, C White",1994-1994,1994,1994,1,0,2,2,2.00,0,0,England
"AD Hales, CR Woakes",2016-2016,2016,2016,1,0,2,2,2.00,0,0,England
"SJ Harmison, A McGrath",2004-2004,2004,2004,1,0,2,2,2.00,0,0,England
"EE Hemmings, RC Russell",1989-1990,1989,1990,2,1,2,1*,2.00,0,0,England
"N Hussain, CEW Silverwood",1996-1996,1996,1996,1,0,2,2,2.00,0,0,England
"GO Jones, SI Mahmood",2004-2004,2004,2004,1,0,2,2,2.00,0,0,England
"JK Lever, GRJ Roope",1978-1978,1978,1978,2,0,2,2,1.00,0,0,England
"CM Old, GB Stevenson",1981-1981,1981,1981,1,0,2,2,2.00,0,0,England
"A Shahzad, JC Tredwell",2011-2011,2011,2011,1,0,2,2,2.00,0,0,England
"DJ Willey, MA Wood",2015-2015,2015,2015,1,0,2,2,2.00,0,0,England
"JM Anderson, AD Mascarenhas",2009-2009,2009,2009,1,0,1,1,1.00,0,0,England
"CWJ Athey, BN French",1987-1987,1987,1987,1,0,1,1,1.00,0,0,England
"ID Austin, MA Ealham",1999-1999,1999,1999,1,0,1,1,1.00,0,0,England
"ID Austin, NH Fairbrother",1999-1999,1999,1999,1,0,1,1,1.00,0,0,England
"RJ Bailey, G Fowler",1985-1985,1985,1985,1,0,1,1,1.00,0,0,England
"RJ Bailey, GC Small",1990-1990,1990,1990,1,0,1,1,1.00,0,0,England
"JT Ball, TK Curran",2018-2018,2018,2018,1,0,1,1,1.00,0,0,England
"GD Barlow, P Willey",1977-1977,1977,1977,1,0,1,1,1.00,0,0,England
"JE Benjamin, D Gough",1994-1994,1994,1994,1,0,1,1,1.00,0,0,England
"MP Bicknell, RA Smith",1991-1991,1991,1991,1,0,1,1,1.00,0,0,England
"SW Billings, AU Rashid",2015-2015,2015,2015,1,0,1,1,1.00,0,0,England
"TT Bresnan, IJL Trott",2013-2013,2013,2013,1,0,1,1,1.00,0,0,England
"SCJ Broad, A Flintoff",2008-2008,2008,2008,1,1,1,1*,-,0,0,England
"SCJ Broad, MH Yardy",2010-2010,2010,2010,1,0,1,1,1.00,0,0,England
"RO Butcher, DI Gower",1981-1981,1981,1981,1,0,1,1,1.00,0,0,England
"JC Buttler, MA Wood",2017-2017,2017,2017,1,0,1,1,1.00,0,0,England
"AR Caddick, CEW Silverwood",1997-1997,1997,1997,1,0,1,1,1.00,0,0,England
"PD Collingwood, SJ Harmison",2006-2006,2006,2006,1,0,1,1,1.00,0,0,England
"GA Cope, GRJ Roope",1978-1978,1978,1978,1,0,1,1,1.00,0,0,England
"DG Cork, AJ Stewart",2002-2002,2002,2002,1,0,1,1,1.00,0,0,England
"PAJ DeFreitas, MW Gatting",1987-1987,1987,1987,2,1,1,1*,1.00,0,0,England
"MH Denness, JA Jameson",1973-1973,1973,1973,1,0,1,1,1.00,0,0,England
"GR Dilley, CJ Tavare",1980-1980,1980,1980,1,0,1,1,1.00,0,0,England
"GR Dilley, P Willey",1979-1979,1979,1979,1,0,1,1,1.00,0,0,England
"MA Ealham, AP Grayson",2000-2000,2000,2000,1,0,1,1,1.00,0,0,England
"PH Edmonds, GRJ Roope",1978-1978,1978,1978,1,0,1,1,1.00,0,0,England
